,Global_reactive_power,Voltage,Global_intensity,date,month,hour,Minutes,total_metering
987448,0.058,238.17,2.2,11,1,10,52,0.0
759213,0.252,242.53,7.8,26,5,22,57,21.0
637545,0.0,241.74,2.0,3,3,11,9,0.0
1367110,0.108,242.67,6.2,23,7,2,34,21.0
505196,0.41300000000000003,242.67,9.2,12,2,13,20,20.0
329428,0.0,233.20499999999996,6.4,8,2,11,52,16.0
1108175,0.072,244.95,1.4,24,1,6,59,0.0
593661,0.146,240.89,6.6,2,1,23,45,20.0
1030634,0.076,240.37,6.2,12,1,10,38,18.0
1988713,0.1,240.81052229987583,2.8,27,9,18,37,1.0
834553,0.236,238.85,6.0,18,7,6,37,20.0
179543,0.224,239.12,1.6,20,4,9,47,0.0
987391,0.164,238.34,2.6,11,1,9,55,1.0
374165,0.41300000000000003,238.91,8.8,9,2,13,29,17.0
1457876,0.0,240.02,0.6,24,9,3,20,1.0
1516725,0.0,246.15,1.0,11,4,0,9,0.0
30406,0.108,237.02,4.4,1,6,20,10,0.0
694286,0.08,234.36,11.2,4,11,20,50,17.0
1250656,0.126,242.93,1.4,5,3,5,40,1.0
648814,0.0,241.4,9.0,3,11,6,58,18.0
779428,0.108,240.04,10.8,6,9,23,52,37.0
231663,0.248,233.20499999999996,7.2,26,5,14,27,18.0
108693,0.11,238.11,1.4,3,2,4,57,0.0
430228,0.076,238.08,5.6,10,11,11,52,17.0
1011310,0.052,243.54,1.2,18,11,0,34,0.0
264570,0.138,241.0,1.0,18,6,10,54,0.0
122783,0.212,243.67,1.8,3,11,23,47,0.0
108997,0.0,239.87,0.8,3,2,10,1,0.0
1867219,0.238,244.16,1.6,7,5,9,43,2.0
813586,0.344,239.69,2.4,7,3,17,10,1.0
216331,0.194,238.29,2.2,15,5,22,55,2.0
1099624,0.0,244.58,8.0,18,1,8,28,18.0
773754,0.108,241.64,1.2,6,6,1,18,2.0
1752418,0.076,242.83,6.4,16,4,16,22,18.0
376324,0.136,243.22,1.0,9,4,1,28,0.0
939929,0.33,239.77,9.6,29,9,10,53,29.0
482119,0.0,241.86,5.8,16,11,12,43,18.0
709059,0.126,243.18,1.4,22,4,3,3,0.0
1762228,0.094,239.98,5.8,23,4,11,52,18.0
1820285,0.064,241.94,1.4,6,2,19,29,1.0
436755,0.074,238.91,1.2,16,10,0,39,1.0
434944,0.146,236.39,6.2,14,10,18,28,18.0
428242,0.094,242.18,1.4,10,10,2,46,0.0
1035642,0.0,242.92,8.4,12,4,22,6,18.0
754404,0.0,240.09,5.2,23,5,14,48,18.0
548876,0.066,236.48,13.9,1,1,21,20,45.0
1993176,0.0,241.46,1.4,30,9,21,0,1.0
348142,0.17,238.37,6.8,15,8,11,46,21.0
1364087,0.122,241.79,5.4,21,7,0,11,20.0
930351,0.124,240.78,1.2,22,9,19,15,1.0
423859,0.204,239.45,2.2,10,7,1,43,2.0
911959,0.074,238.25,1.0,9,10,0,43,0.0
1780094,0.0,233.20499999999996,13.2,5,5,21,38,18.0
1179323,0.112,247.83,1.4,14,3,16,47,2.0
1844806,0.08,242.94,1.4,19,6,20,10,0.0
847812,0.0,238.9,0.6,27,7,11,36,1.0
767494,0.0,242.52,4.6,6,1,16,58,1.0
949200,0.232,240.65,2.0,10,5,21,24,1.0
1262030,0.08,242.37,1.4,5,11,3,14,1.0
2056247,0.25,239.23,10.8,13,11,16,11,18.0
1026268,0.062,241.16,5.2,28,11,9,52,18.0
1894945,0.232,239.36,1.6,24,7,15,49,2.0
843529,0.08,237.97,1.4,24,7,12,13,0.0
882693,0.248,242.44,1.4,20,8,16,57,1.0
1860560,0.15,242.65,5.4,30,6,18,44,1.0
1238742,0.342,242.95,4.0,24,4,23,6,1.0
99796,0.118,239.6,1.4,24,2,0,40,0.0
691788,0.0,242.83,1.0,4,10,3,12,0.0
723105,0.076,238.31,1.2,5,1,21,9,0.0
830180,0.212,238.72,6.2,15,7,5,44,18.0
78849,0.0,238.02,5.2,2,9,11,33,17.0
769052,0.0,233.20499999999996,5.0,6,2,18,56,18.0
1224489,0.206,239.25,2.4,15,4,1,33,2.0
1270860,0.0,243.93,1.0,17,5,6,24,1.0
107387,0.0,239.66,0.8,3,1,7,11,0.0
1597444,0.092,239.9,1.4,30,12,1,28,0.0
1391735,0.0,242.23,0.6,8,9,4,59,0.0
1524513,0.0,242.04,5.4,11,9,9,57,19.0
564490,0.326,235.76,6.4,1,12,17,34,1.0
1776126,0.088,241.27,1.4,5,3,3,30,1.0
550443,0.196,245.39,3.4,1,2,23,27,4.0
1717426,0.188,238.29,8.0,23,3,9,10,19.0
696578,0.068,237.61,5.8,13,4,11,2,18.0
363197,0.134,244.16,1.2,25,8,22,41,1.0
563785,0.054,242.74,2.0,1,12,5,49,0.0
2000426,0.156,241.46,8.0,10,5,21,50,2.0
691795,0.0,244.13,1.0,4,10,3,19,0.0
1850991,0.0,241.83,0.8,24,6,3,15,1.0
714031,0.146,236.64,13.9,25,4,13,55,45.0
1988621,0.1,240.81052229987583,2.8,27,9,17,5,1.0
896857,0.228,238.63,1.4,30,8,13,1,1.0
105061,0.122,243.54,1.4,27,2,16,25,2.0
1775185,0.154,238.39,6.8,5,2,11,49,19.0
1960825,0.138,235.8,8.2,9,8,9,49,29.0
470885,0.0,240.58,1.4,11,8,17,29,0.0
125121,0.118,241.96,1.4,13,3,14,45,0.0
1215727,0.0,243.99,1.2,4,8,23,31,0.0
1255842,0.124,243.01,1.8,5,6,20,6,0.0
895454,0.098,239.83,0.6,29,8,13,38,1.0
903655,0.076,241.12,1.0,9,4,6,19,1.0
334193,0.12,234.88,1.0,8,5,19,17,0.0
751837,0.23,238.49,6.4,21,5,20,1,18.0
1262718,0.0,237.62,1.0,5,11,14,42,0.0
745169,0.0,239.55,0.6,17,5,4,53,1.0
414055,0.0,241.08,1.0,30,9,6,19,0.0
58359,0.152,245.95,1.4,26,1,6,3,0.0
311602,0.0,236.3,0.6,21,7,2,46,0.0
992532,0.056,243.48,1.6,11,4,23,36,0.0
490332,0.0,244.03,1.0,22,11,5,36,0.0
1753542,0.0,241.38,6.8,17,4,11,6,19.0
257351,0.0,239.66,1.0,13,6,10,35,0.0
1193529,0.098,243.19,6.0,24,3,13,33,18.0
1835444,0.0,239.18,2.0,13,6,8,8,0.0
1587095,0.0,245.81,8.6,22,12,20,59,18.0
765405,0.0,242.98,5.0,31,5,6,9,19.0
1627556,0.0,247.68,1.2,19,1,23,20,0.0
636903,0.098,238.91,2.4,3,3,0,27,0.0
64564,0.146,242.06,1.4,30,1,13,28,0.0
1945110,0.188,240.74,5.8,28,8,11,54,18.0
1197446,0.0,244.84,4.4,27,3,6,50,0.0
2056797,0.078,241.4,6.2,14,11,1,21,18.0
41913,0.136,233.88,11.2,14,1,19,57,17.0
1200196,0.264,242.8,6.2,29,3,4,40,1.0
747863,0.228,241.13,1.6,19,5,1,47,1.0
1933526,0.1,240.81052229987583,2.8,20,8,10,50,1.0
1825106,0.212,242.73,1.6,6,6,3,50,1.0
318997,0.0,235.3,0.6,26,7,6,1,0.0
69549,0.096,239.73,13.9,2,3,0,33,18.0
1315931,0.11,241.83,1.4,17,6,13,35,1.0
2028128,0.0,244.69,1.2,25,10,3,32,0.0
1068962,0.26,245.11,12.8,28,12,1,26,37.0
1160115,0.072,244.3,1.4,3,1,8,39,1.0
1421991,0.0,242.7,0.8,30,8,5,15,0.0
1004238,0.048,244.16,1.2,13,11,2,42,0.0
1694066,0.102,246.59,2.0,3,7,3,50,2.0
1247894,0.332,241.2,3.4,5,1,7,38,2.0
272543,0.232,242.47,1.6,23,6,23,47,0.0
118352,0.058,237.84,10.8,3,8,21,56,19.0
823013,0.192,238.65,2.8,7,10,6,17,1.0
940123,0.15,240.15,1.8,29,9,14,7,1.0
366339,0.094,241.04,2.0,28,8,3,3,0.0
1386847,0.0,238.95,0.6,8,5,19,31,1.0
1214348,0.182,241.82,7.6,4,8,0,32,24.0
450664,0.088,242.64,1.2,25,10,16,28,0.0
670935,0.186,245.07,6.0,26,3,15,39,19.0
1244031,0.0,243.35,1.6,28,4,15,15,0.0
1876742,0.33,240.24,2.2,7,12,0,26,3.0
1162452,0.098,245.47,1.8,3,2,23,36,1.0
1786632,0.196,242.76,6.2,5,10,10,36,21.0
421175,0.058,239.9,0.8,10,5,4,59,0.0
1074159,0.066,244.31,6.2,31,12,16,3,19.0
828322,0.262,238.73,9.6,13,7,22,46,2.0
525320,0.248,238.88,13.9,16,12,12,44,45.0
321641,0.096,237.5,1.0,28,7,2,5,0.0
1212325,0.0,246.25,1.2,4,6,14,49,0.0
1492495,0.054,241.51,1.0,18,10,4,19,0.0
1110982,0.0,245.59,0.8,26,1,5,46,0.0
17884,0.0,245.6,10.0,29,12,3,28,0.0
1757714,0.41300000000000003,234.97,10.6,20,4,8,38,18.0
161962,0.068,240.54,9.8,4,8,4,46,0.0
1142871,0.068,241.35,1.8,17,2,9,15,0.0
990470,0.0,242.48,2.4,11,3,13,14,0.0
1321264,0.0,242.05,1.0,21,6,6,28,1.0
756778,0.166,244.35,1.2,25,5,6,22,1.0
670208,0.094,247.33,1.4,26,3,3,32,0.0
98845,0.266,239.63,7.0,23,2,8,49,17.0
687685,0.248,242.69,2.0,4,7,6,49,3.0
1585137,0.058,244.09,7.4,21,12,12,21,18.0
258861,0.224,238.95,1.4,14,6,11,45,0.0
1935937,0.1,240.81052229987583,2.8,22,8,3,1,1.0
572322,0.168,241.27,2.2,18,1,4,6,1.0
969575,0.0,241.61,1.0,20,10,0,59,0.0
902715,0.0,240.26,6.0,9,3,14,39,18.0
1788384,0.058,243.32,2.0,5,11,15,48,0.0
743516,0.252,244.02,1.8,16,5,1,20,2.0
175603,0.122,241.72,2.4,17,4,16,7,0.0
1777410,0.072,237.06,1.2,5,4,0,54,0.0
8565,0.204,242.85,6.2,22,12,16,9,18.0
550785,0.0,244.39,1.4,1,3,5,9,0.0
616554,0.09,236.88,13.9,17,2,21,18,37.0
167974,0.24,240.98,1.8,4,12,8,58,1.0
82374,0.28,238.68,9.4,2,11,22,18,19.0
363196,0.132,243.9,1.2,25,8,22,40,2.0
349923,0.0,240.46,0.4,16,8,17,27,0.0
1095993,0.26,239.78,8.0,15,1,19,57,18.0
326019,0.144,235.79,1.0,31,7,3,3,0.0
164786,0.122,241.95,1.4,4,10,3,50,0.0
5976,0.078,237.02,13.9,20,12,21,0,17.0
436825,0.05,240.97,5.4,16,10,1,49,18.0
1414823,0.124,241.48,1.0,25,8,5,47,2.0
267896,0.144,244.16,1.0,20,6,18,20,0.0
1603032,0.102,245.22,3.8,1,2,22,36,1.0
1046950,0.0,241.34,7.8,12,12,18,34,18.0
797509,0.366,239.31,2.4,22,6,13,13,2.0
408563,0.0,241.72,1.0,26,9,10,47,0.0
1448850,0.132,240.51,3.8,17,9,20,54,2.0
983460,0.058,244.24,2.8,29,10,16,24,0.0
727283,0.302,237.03,13.9,5,4,18,47,45.0
1275549,0.276,243.72,3.0,20,5,12,33,3.0
1835488,0.196,240.39,1.6,13,6,8,52,1.0
1680219,0.0,240.62,6.2,25,2,13,3,19.0
286097,0.0,235.79,5.4,7,3,9,41,17.0
1557879,0.072,240.84,13.9,12,2,14,3,45.0
746992,0.186,237.51,8.4,18,5,11,16,18.0
68357,0.096,243.38,1.2,2,2,4,41,0.0
1498256,0.094,244.12,1.4,22,10,4,20,0.0
1750837,0.206,241.2,7.4,15,4,14,1,21.0
793824,0.116,243.09,1.0,19,6,23,48,1.0
361263,0.254,239.49,13.6,24,8,14,27,45.0
103674,0.0,243.97,0.8,26,2,17,18,0.0
600750,0.372,238.57,10.8,2,6,21,54,1.0
1779276,0.0,233.20499999999996,6.2,5,5,8,0,18.0
1302454,0.228,240.2,2.0,6,8,4,58,3.0
1313267,0.312,242.34,2.2,15,6,17,11,2.0
845611,0.232,242.05,1.8,25,7,22,55,1.0
1854817,0.116,244.06,1.0,26,6,19,1,3.0
165903,0.14,239.46,4.6,4,10,22,27,2.0
1148070,0.082,242.3,5.6,20,2,23,54,0.0
2037655,0.128,243.47,1.6,31,10,18,19,0.0
1090617,0.102,248.60500000000005,1.4,1,12,2,21,0.0
636096,0.092,238.84,1.6,3,2,11,0,0.0
1153467,0.0,240.66,5.2,24,2,17,51,18.0
1579755,0.212,245.41,6.2,17,12,18,39,1.0
1582462,0.102,248.60500000000005,7.0,19,12,15,46,19.0
645087,0.41300000000000003,240.58,13.9,3,8,16,51,43.0
574246,0.098,238.67,1.4,19,1,12,10,0.0
1019065,0.062,234.8,13.9,23,11,9,49,45.0
1535261,0.152,237.51,6.0,16,11,21,5,3.0
1652737,0.246,237.92,6.6,2,6,11,1,18.0
964008,0.1,240.57,1.8,16,10,4,12,1.0
1017527,0.066,239.05,5.8,22,11,8,11,17.0
672600,0.046,236.73,2.2,27,3,19,24,0.0
1439113,0.102,241.71,1.0,9,11,2,37,2.0
1767792,0.112,239.21,9.0,27,4,8,36,19.0
1443463,0.146,244.04,1.4,14,9,3,7,0.0
501282,0.072,238.42,6.6,29,11,20,6,0.0
1775121,0.168,237.63,11.4,5,2,10,45,39.0
1542981,0.098,245.27,1.4,22,11,5,45,3.0
1016566,0.0,239.68,6.0,21,11,16,10,18.0
1670605,0.068,241.27,8.2,18,2,20,49,18.0
1460278,0.0,240.92,4.2,25,9,19,22,1.0
1700695,0.0,243.14,2.2,3,11,18,19,0.0
786557,0.0,240.02,5.8,14,6,22,41,3.0
1274160,0.23,241.61,2.0,19,5,13,24,2.0
1324937,0.41300000000000003,237.59,3.8,23,6,19,41,3.0
205335,0.092,234.72,1.0,5,8,7,39,1.0
1901706,0.106,237.41,1.2,29,7,8,30,1.0
866237,0.0,240.69,0.2,8,9,6,41,1.0
1224670,0.0,240.47,1.8,15,4,4,34,1.0
32003,0.0,243.61,8.4,1,7,22,47,19.0
735406,0.258,236.12,11.0,5,10,10,10,41.0
1495983,0.056,243.84,1.4,20,10,14,27,0.0
79977,0.124,243.2,1.6,2,10,6,21,0.0
2025199,0.216,243.76,2.0,23,10,2,43,1.0
1722599,0.058,239.57,5.0,26,3,23,23,2.0
559257,0.0,244.42,1.0,1,9,2,21,0.0
1825537,0.306,238.99,3.4,6,6,11,1,6.0
1945548,0.084,242.56,5.6,28,8,19,12,19.0
1985401,0.1,240.81052229987583,2.8,25,9,11,25,1.0
1504945,0.144,235.18,5.4,26,10,19,49,3.0
1663216,0.068,244.83,6.2,13,2,17,40,19.0
1590047,0.284,244.54,10.2,24,12,22,11,21.0
46357,0.0,235.52,13.9,17,1,22,1,45.0
808216,0.072,241.61,7.8,29,6,23,40,19.0
941315,0.056,240.34,5.6,30,9,9,59,19.0
1378872,0.226,242.15,2.0,31,7,6,36,1.0
651531,0.0,243.98,0.8,13,3,4,15,0.0
1375238,0.122,239.71,1.2,28,7,18,2,1.0
1830032,0.212,240.28,13.2,6,9,13,56,42.0
522294,0.0,238.25,5.2,14,12,10,18,18.0
1224792,0.088,242.71,2.0,15,4,6,36,0.0
605632,0.054,241.52,1.0,2,10,7,16,0.0
483116,0.0,245.02,1.0,17,11,5,20,0.0
438328,0.096,239.79,1.4,17,10,2,52,0.0
1126240,0.0,242.31,11.0,2,5,20,4,18.0
1853855,0.0,241.21,0.6,26,6,2,59,1.0
1417644,0.328,241.21,2.2,27,8,4,48,2.0
1657198,0.052,243.21,4.8,2,9,13,22,0.0
1636269,0.0,242.04,6.0,26,1,0,33,19.0
1794685,0.254,238.23,6.4,16,5,0,49,1.0
1765541,0.106,242.48,1.4,25,4,19,5,3.0
1481299,0.086,239.42,5.6,10,10,9,43,18.0
91591,0.118,241.38,10.2,18,2,7,55,0.0
91762,0.0,237.23,13.9,18,2,10,46,19.0
1343534,0.126,240.02,1.0,7,6,17,38,1.0
209409,0.072,237.4,0.8,5,11,3,33,0.0
1503412,0.398,234.93,13.9,25,10,18,16,19.0
1219896,0.3,239.1,11.4,4,11,21,0,19.0
703702,0.202,239.27,6.2,18,4,9,46,18.0
1821545,0.082,241.34,1.2,6,3,16,29,1.0
278498,0.234,240.28,1.6,28,6,3,2,0.0
1957869,0.196,238.82,6.6,9,6,8,33,19.0
676777,0.05,246.48,1.4,30,3,17,1,1.0
616765,0.0,245.29,1.0,18,2,0,49,0.0
1803658,0.208,239.6,2.2,22,5,6,22,1.0
53996,0.0,243.79,1.8,23,1,5,20,0.0
612617,0.144,244.39,1.6,15,2,3,41,0.0
703197,0.0,239.67,1.0,18,4,1,21,1.0
1453699,0.0,242.0,1.2,21,9,5,43,0.0
294430,0.102,241.46,1.0,7,9,4,34,1.0
287100,0.198,242.14,1.6,7,4,2,24,0.0
673595,0.0,242.68,9.8,28,3,11,59,37.0
1899634,0.106,242.48,3.6,27,7,21,58,1.0
1958510,0.146,239.13,8.6,9,6,19,14,14.0
1339020,0.114,241.5,1.4,7,3,14,24,0.0
431739,0.0,235.51,13.9,10,12,13,3,45.0
56332,0.304,237.29,13.9,24,1,20,16,18.0
1562644,0.234,238.87,11.8,12,5,21,28,18.0
1128324,0.07,244.93,1.4,2,7,6,48,0.0
1147515,0.072,242.14,2.8,20,2,14,39,0.0
1987235,0.1,240.81052229987583,2.8,26,9,17,59,1.0
1608499,0.0,245.69,3.4,1,6,17,43,2.0
752359,0.0,239.57,0.8,22,5,4,43,0.0
1274918,0.216,241.39,2.0,20,5,2,2,2.0
976372,0.1,241.03,2.6,24,10,18,16,0.0
1843592,0.248,242.48,3.0,18,6,23,56,3.0
109121,0.0,240.64,0.8,3,2,12,5,0.0
1737853,0.06,240.24,6.8,4,6,13,37,19.0
1728463,0.126,243.61,1.4,31,3,1,7,1.0
114363,0.212,241.8,1.8,3,6,3,27,1.0
1146196,0.266,245.07,6.8,19,2,16,40,20.0
1589436,0.054,246.21,7.0,24,12,12,0,18.0
1478567,0.068,238.42,8.4,10,8,12,11,29.0
1587755,0.332,244.51,9.4,23,12,7,59,19.0
597903,0.0,241.76,1.8,2,4,22,27,0.0
1298141,0.204,242.05,1.6,6,5,5,5,0.0
2009581,0.146,238.16,6.8,10,12,6,25,18.0
1107640,0.05,241.69,2.4,23,1,22,4,0.0
2021385,0.06,241.22,7.6,20,10,11,9,19.0
1169721,0.166,244.93,2.2,3,8,0,45,0.0
1451144,0.214,236.54,8.8,19,9,11,8,17.0
1033094,0.088,244.9,1.6,12,3,3,38,0.0
1913604,0.104,239.61,5.4,8,6,14,48,18.0
718090,0.0,238.16,1.0,28,4,9,34,1.0
1741954,0.082,240.94,5.6,4,9,9,58,19.0
1839717,0.076,238.69,1.4,16,6,7,21,0.0
988240,0.19,243.26,2.8,11,2,0,4,0.0
495712,0.052,244.39,1.0,25,11,23,16,0.0
1390255,0.226,241.8,1.4,8,8,4,19,1.0
1184171,0.068,243.3,1.2,18,3,1,35,0.0
188571,0.0,237.09,0.6,26,4,16,15,0.0
941202,0.208,239.46,8.8,30,9,8,6,19.0
240663,0.182,235.94,6.0,6,1,20,27,17.0
89455,0.0,236.08,9.6,16,2,20,19,18.0
1914695,0.0,241.33,0.6,8,7,8,59,1.0
1666393,0.29,238.53,10.8,15,2,22,37,21.0
1320960,0.204,241.03,1.8,21,6,1,24,3.0
690363,0.086,243.66,1.4,4,9,3,27,1.0
186640,0.078,235.31,5.8,25,4,8,4,17.0
1229307,0.0,240.95,7.0,18,4,9,51,19.0
249442,0.0,238.94,5.4,6,7,22,46,18.0
1626570,0.41300000000000003,241.67,10.4,19,1,6,54,30.0
1479345,0.252,242.74,1.8,10,9,1,9,2.0
1419140,0.254,240.37,1.6,28,8,5,44,2.0
938751,0.192,240.08,6.6,28,9,15,15,18.0
413704,0.074,237.75,1.2,30,9,0,28,2.0
1081622,0.088,237.7,13.9,1,5,20,26,45.0
168394,0.0,240.78,0.8,4,12,15,58,0.0
1513566,0.252,241.59,7.0,11,1,19,30,2.0
968535,0.08,243.3,1.4,19,10,7,39,2.0
649246,0.11,243.68,11.4,3,11,14,10,38.0
1231170,0.218,243.41,2.0,19,4,16,54,1.0
817789,0.178,240.93,4.6,7,6,15,13,5.0
1601646,0.166,245.7,3.6,1,1,23,30,1.0
1121201,0.054,241.68,5.2,2,2,8,5,18.0
765512,0.182,237.24,6.6,31,5,7,56,17.0
1995141,0.048,240.3,1.2,10,2,5,45,1.0
833781,0.068,241.14,2.0,17,7,17,45,1.0
1555098,0.224,248.39,6.4,30,11,15,42,22.0
378020,0.0,239.26,1.0,9,5,5,44,0.0
1186298,0.072,239.91,5.6,19,3,13,2,19.0
438222,0.0,241.43,1.0,17,10,1,6,0.0
1338874,0.238,241.27,1.6,7,3,11,58,1.0
1668119,0.074,244.93,1.8,17,2,3,23,0.0
2002022,0.268,242.33,8.0,10,7,0,26,11.0
1498230,0.32,245.06,2.4,22,10,3,54,2.0
996497,0.168,239.51,3.2,11,7,17,41,0.0
22393,0.0,241.05,10.0,1,1,6,37,0.0
2062004,0.064,244.73,3.2,17,11,16,8,1.0
405151,0.1,239.55,1.0,24,9,1,55,0.0
874365,0.0,241.54,0.2,14,8,22,9,1.0
1168331,0.068,243.06,5.8,3,7,1,35,19.0
1486368,0.24,237.78,5.4,13,10,22,12,12.0
1663728,0.052,248.05,1.8,14,2,2,12,1.0
548638,0.052,237.68,8.0,1,1,17,22,0.0
2049096,0.046,239.6,1.6,11,8,17,0,1.0
1323486,0.0,242.12,0.8,22,6,19,30,1.0
1530603,0.094,241.61,6.2,13,11,15,27,19.0
1970544,0.312,241.64,4.0,15,9,3,48,12.0
1616407,0.246,246.07,2.0,1,12,5,31,1.0
1350026,0.0,244.36,1.2,7,11,5,50,1.0
1957952,0.066,239.57,5.6,9,6,9,56,18.0
763940,0.11,242.48,1.0,30,5,5,44,1.0
595404,0.0,242.06,1.0,2,3,4,48,0.0
101984,0.048,243.22,1.4,25,2,13,8,0.0
1672507,0.0,247.14,1.4,20,2,4,31,1.0
1360223,0.0,241.2,5.0,18,7,7,47,18.0
277104,0.0,240.35,0.6,27,6,3,48,0.0
854779,0.212,235.49,13.9,8,1,7,43,45.0
374738,0.0,243.17,3.2,9,2,23,2,0.0
1931304,0.1,240.81052229987583,2.8,18,8,21,48,1.0
1451873,0.086,242.94,11.8,19,9,23,17,19.0
1628328,0.0,241.39,6.8,20,1,12,12,19.0
1958699,0.296,240.59,13.2,9,6,22,23,40.0
1547178,0.106,241.29,1.4,25,11,3,42,0.0
913184,0.152,239.43,8.0,9,10,21,8,1.0
178782,0.136,238.53,4.2,19,4,21,6,0.0
63439,0.136,235.15,10.0,29,1,18,43,17.0
1511063,0.0,238.75,0.8,31,10,1,47,1.0
274092,0.09,240.91,0.8,25,6,1,36,1.0
880463,0.0,243.18,0.2,19,8,3,47,1.0
841629,0.12,240.57,1.0,23,7,4,33,1.0
1932129,0.1,240.81052229987583,2.8,19,8,11,33,1.0
1469769,0.0,239.75,4.8,10,2,9,33,18.0
2003664,0.064,240.69,1.4,10,8,3,48,1.0
1128607,0.332,239.66,8.4,2,7,11,31,20.0
1319502,0.224,243.77,2.8,20,6,1,6,0.0
907132,0.228,238.58,6.0,9,6,16,16,20.0
333391,0.0,234.89,0.8,8,5,5,55,0.0
1291275,0.058,240.59,6.4,31,5,10,39,19.0
317716,0.096,233.99,5.2,25,7,8,40,17.0
1326560,0.11,242.4,11.6,24,6,22,44,38.0
1654743,0.046,241.28,7.4,2,7,20,27,1.0
504897,0.356,240.75,3.2,12,2,8,21,2.0
629599,0.208,239.69,1.8,26,2,22,43,0.0
1264136,0.046,241.68,1.8,5,12,14,20,1.0
1323420,0.0,242.54,1.0,22,6,18,24,1.0
907582,0.224,241.21,8.2,9,6,23,46,20.0
683032,0.0,244.64,1.4,4,4,1,16,0.0
349868,0.158,242.48,1.0,16,8,16,32,0.0
1162456,0.178,243.86,1.8,3,2,23,40,2.0
1906169,0.122,241.84,1.2,8,1,10,53,1.0
18568,0.16,243.68,5.8,29,12,14,52,18.0
592743,0.22,237.13,9.8,2,1,8,27,17.0
569969,0.082,236.62,8.2,16,1,12,53,17.0
585888,0.208,241.4,13.6,27,1,14,12,45.0
1067427,0.058,243.39,4.0,26,12,23,51,0.0
1163032,0.076,242.21,6.2,3,3,9,16,19.0
496449,0.0,238.36,2.2,26,11,11,33,0.0
2067,0.136,245.85,1.4,18,12,3,51,0.0
665648,0.05,242.44,6.0,22,3,23,32,18.0
130514,0.102,236.85,9.2,17,3,8,38,0.0
43642,0.242,244.51,1.8,16,1,0,46,2.0
1226127,0.0,240.86,1.4,16,4,4,51,1.0
1428301,0.26,239.78,5.8,9,3,14,25,19.0
1715014,0.0,239.66,1.6,21,3,16,58,0.0
549125,0.0,240.11,1.2,1,2,1,29,0.0
902719,0.172,240.39,6.4,9,3,14,43,18.0
69810,0.0,238.53,10.6,2,3,4,54,0.0
1680569,0.052,238.8,4.6,25,2,18,53,2.0
1627533,0.0,243.66,5.6,19,1,22,57,19.0
1219247,0.058,238.72,5.8,4,11,10,11,18.0
1993798,0.162,239.94,10.6,10,1,7,22,21.0
319261,0.202,233.69,1.4,26,7,10,25,0.0
1098875,0.112,237.99,10.0,17,1,19,59,17.0
1640428,0.078,236.29,13.9,28,1,21,52,45.0
488695,0.09,245.06,1.4,21,11,2,19,0.0
1385766,0.256,241.54,1.6,8,5,1,30,1.0
659621,0.076,237.47,9.8,18,3,19,5,19.0
1091123,0.198,243.91,6.0,1,12,10,47,20.0
809066,0.114,240.87,1.8,30,6,13,50,1.0
742459,0.096,239.31,5.6,15,5,7,43,19.0
1910549,0.342,241.45,4.2,8,4,11,53,12.0
1749088,0.056,241.3,5.8,14,4,8,52,18.0
1938975,0.082,238.86,5.6,24,8,5,39,18.0
199886,0.0,236.28,0.6,5,4,12,50,0.0
1355679,0.0,243.47,0.6,15,7,4,3,1.0
1805448,0.27,240.82,3.2,23,5,12,12,2.0
1647750,0.084,242.34,6.8,2,2,23,54,18.0
1022891,0.074,243.6,1.2,26,11,1,35,0.0
243386,0.122,233.20499999999996,7.0,6,3,17,50,18.0
1469614,0.0,241.51,9.0,10,2,6,58,18.0
688521,0.0,240.33,10.2,4,7,20,45,18.0
1890652,0.176,243.65,3.2,21,7,16,16,0.0
771500,0.104,233.87,6.2,6,4,11,44,19.0
1497496,0.384,242.95,3.0,21,10,15,40,1.0
299291,0.0,240.9,1.6,7,12,13,35,0.0
873645,0.0,238.09,0.2,14,8,10,9,1.0
714740,0.098,241.55,1.4,26,4,1,44,2.0
1109487,0.058,246.82,5.6,25,1,4,51,1.0
356364,0.138,240.08,1.0,21,8,4,48,0.0
172137,0.07,242.82,1.2,15,4,6,21,0.0
1758292,0.048,239.28,7.0,20,4,18,16,20.0
1721367,0.124,244.83,1.4,26,3,2,51,1.0
2051742,0.0,237.2,6.2,11,10,13,6,22.0
1469216,0.238,243.95,1.6,10,2,0,20,2.0
1841394,0.198,237.29,6.0,17,6,11,18,18.0
1507938,0.174,235.82,13.9,28,10,21,42,45.0
503584,0.07,238.64,7.0,12,1,10,28,18.0
513314,0.058,241.11,1.2,12,8,4,38,0.0
1939163,0.098,243.27,5.6,24,8,8,47,19.0
1705563,0.0,244.97,1.0,15,3,3,27,1.0
591154,0.046,245.75,1.6,31,1,5,58,0.0
655400,0.056,240.03,2.8,15,3,20,44,1.0
275628,0.228,240.51,1.6,26,6,3,12,1.0
818456,0.234,238.9,1.6,7,7,2,20,1.0
115165,0.362,243.04,2.6,3,6,16,49,1.0
1511522,0.0,235.44,5.6,31,10,9,26,18.0
841778,0.0,240.84,0.6,23,7,7,2,1.0
15173,0.292,246.95,2.8,27,12,6,17,0.0
1510460,0.084,243.65,1.2,30,10,15,44,2.0
388818,0.206,238.16,5.6,9,12,17,42,17.0
143743,0.144,241.93,1.6,26,3,13,7,0.0
679211,0.0,240.52,5.2,4,1,9,35,18.0
